시각,종목코드,종목명,현재가,누적거래량
12:57,000990,DB하이텍,127900,320867
12:57,377300,카카오페이,40250,115331
12:57,058470,리노공업,69800,264402
12:57,088350,한화생명,5800,1516396
12:57,052690,한전기술,131300,195632
12:57,029780,삼성카드,43350,56928
12:57,353200,대덕전자,101800,320803
12:57,222800,심텍,130200,253938
12:57,138930,BNK금융지주,15710,316074
12:57,004020,현대제철,35200,307914
12:57,088980,맥쿼리인프라,9800,329136
12:57,454910,두산로보틱스,70100,124996
12:57,108490,로보티즈,308000,104253
12:57,051900,LG생활건강,299500,26812
12:57,403870,HPSP,54700,990846
12:57,036570,NC,207500,24552
12:57,271560,오리온,111400,37500
12:57,011790,SKC,88500,66941
12:57,066970,엘앤에프,107300,292629
12:57,034220,LG디스플레이,8550,1388512
12:57,028300,HLB,31850,909567
12:57,082740,한화엔진,50200,209228
12:57,095340,ISC,199600,105183
12:57,001450,현대해상,49050,134241
12:57,005385,현대차우,173700,51639
12:57,002380,KCC,465000,9056
12:57,319660,피에스케이,136700,307342
12:57,000250,삼천당제약,162400,32332
12:57,001040,CJ,129100,30021
12:57,087010,펩트론,160100,42091
12:57,010060,OCI홀딩스,195600,235631
12:57,031980,피에스케이홀딩스,166050,81181
12:57,103590,일진전기,72900,293730
12:57,008930,한미사이언스,50400,64322
12:57,161890,한국콜마,144500,99099
12:57,018880,한온시스템,3347,1962550
12:57,004170,신세계,362000,28094
12:57,214450,파마리서치,326500,30095
12:57,375500,DL이앤씨,85700,157940
12:57,036460,한국가스공사,35750,44071
12:57,111770,영원무역,72100,17648
12:57,084370,유진테크,140600,88155
12:57,012750,에스원,84000,17272
12:57,440110,파두,64000,145820
12:57,006360,GS건설,36750,812810
12:57,192820,코스맥스,274000,35232
12:57,336260,두산퓨얼셀,47800,619395
12:57,023530,롯데쇼핑,110900,78617
12:57,022100,포스코DX,20450,109376
12:57,028670,팬오션,5780,624488
12:57,035250,강원랜드,14370,113603
12:57,141080,리가켐바이오,81800,83022
12:57,298380,에이비엘바이오,54000,354393
12:57,011780,금호석유화학,119900,17980
12:57,064760,티씨케이,266500,24865
12:57,067310,하나마이크론,44225,5364872
12:57,031210,서울보증보험,41650,9939
12:57,017800,현대엘리베이터,74100,22735
12:57,251270,넷마블,34650,74963
12:57,139130,iM금융지주,18160,83325
12:57,131290,티에스이,259500,78957
12:57,095610,테스,146000,190983
12:57,310210,보로노이,154200,113764
12:57,302440,SK바이오사이언스,35950,33536
12:57,007340,DN오토모티브,47950,76888
12:57,010170,대한광통신,17640,10766291
12:57,004800,효성,163000,13074
12:57,011170,롯데케미칼,64100,82047
12:57,257720,실리콘투,40850,418193
12:57,097950,CJ제일제당,176100,19249
12:57,003690,코리안리,14940,67395
12:57,085620,미래에셋생명,19480,54542
12:57,145020,휴젤,206500,35138
12:57,383220,F&F,68500,33868
12:57,357780,솔브레인,339500,9252
12:57,080220,제주반도체,75000,631997
12:57,026960,동서,25500,25962
12:57,226950,올릭스,110900,134728
12:57,009420,한올바이오파마,47350,89100
12:57,450080,에코프로머티,34450,119451
12:57,004990,롯데지주,24450,34330
12:57,319400,현대무벡스,21850,927969
12:57,140410,메지온,79200,123280
12:57,282330,BGF리테일,139600,14555
12:57,004370,농심,397500,14334
12:57,005440,현대지에프홀딩스,13200,310325
12:57,032820,우리기술,13685,4510163
12:57,489790,한화비전,46700,96862
12:57,014680,한솔케미칼,215500,13531
12:57,000240,한국앤컴퍼니,24500,27666
12:57,001720,신영증권,141500,3680
12:57,005850,에스엘,49700,24342
12:57,483650,달바글로벌,182500,105406
12:57,018670,SK가스,244500,3140
12:57,204320,HL만도,47400,166400
12:57,058610,에스피지,100000,155662
12:57,103140,풍산,78700,34853
12:57,020150,롯데에너지머티리얼즈,41700,202105
12:57,263750,펄어비스,34750,114679
12:57,279570,케이뱅크,5400,251814
12:57,214370,케어젠,40550,25829
12:57,009970,영원무역홀딩스,167300,3204
12:57,069960,현대백화점,100100,35860
12:57,005290,동진쎄미켐,42350,174158
12:57,112610,씨에스윈드,50600,173481
12:57,178320,서진시스템,32900,490780
12:57,051600,한전KPS,46650,35305
12:57,030530,원익홀딩스,26650,2408279
12:57,347850,디앤디파마텍,44750,264142
12:57,081660,미스토홀딩스,38700,51966
12:57,002790,아모레퍼시픽홀딩스,26800,71901
12:57,139480,이마트,73500,37232
12:57,214150,클래시스,30850,77037
12:57,043260,성호전자,26450,4265948
12:57,030000,제일기획,17380,118919
12:57,073240,금호타이어,6910,664818
12:57,007070,GS리테일,23500,66016
12:57,457190,이수스페셜티케미컬,64400,36053
12:57,083650,비에이치아이,62100,209907
12:57,041510,에스엠,84500,59623
12:57,098460,고영,28350,559378
12:57,237690,에스티팜,91200,34686
12:57,000155,두산우,476500,12338
12:57,437730,삼현,58100,2700549
12:57,229640,LS에코에너지,59900,173157
12:57,462870,시프트업,30750,13728
12:57,181710,NHN,55800,63617
12:57,089860,롯데렌탈,49200,50544
12:57,140860,파크시스템스,253500,5508
12:57,036540,SFA반도체,10830,21888430
12:57,089030,테크윙,47500,769415
12:57,439260,대한조선,46200,17153
12:57,068760,셀트리온제약,39650,23993
12:57,071970,HD현대마린엔진,51100,63703
12:57,131970,두산테스나,90300,350198
12:57,120110,코오롱인더,57200,70055
12:57,475150,SK이터닉스,50100,332061
12:57,060370,LS마린솔루션,32600,95377
12:57,023590,다우기술,39500,8208
12:57,001120,LX인터내셔널,42150,55005
12:57,000120,CJ대한통운,70900,15395
12:57,020560,아시아나항공,7740,29272
12:57,218410,RFHIC,60000,856786
12:57,096530,씨젠,34200,141677
12:57,395400,SK리츠,5280,153134
12:57,007390,네이처셀,24600,58439
12:57,008770,호텔신라,40450,55769
12:57,006040,동원산업,35750,11374
12:57,001430,세아베스틸지주,43900,76133
12:57,294870,IPARK현대산업개발,23750,64001
12:57,183300,코미코,30400,204643
12:57,012630,HDC,25900,39876
12:57,001820,삼화콘덴서,145200,930938
12:57,281820,케이씨텍,75800,117804
12:57,093370,후성,13840,1971488
12:57,009155,삼성전기우,508000,16044
12:57,006280,녹십자,126400,13647
12:57,011210,현대위아,54000,26233
12:57,001800,오리온홀딩스,24250,20515
12:57,204270,제이앤티씨,24800,2052652
12:57,089970,브이엠,54800,238708
12:57,0009K0,에임드바이오,21750,63115
12:57,323280,태성,45525,74823
12:57,241710,코스메카코리아,129900,29169
12:57,078600,대주전자재료,88400,90666
12:57,298020,효성티앤씨,321000,3329
12:57,039200,오스코텍,36100,48924
12:57,097230,HJ중공업,15160,158441
12:57,420770,기가비스,108400,50689
12:57,035900,JYP Ent.,38450,64880
12:57,005070,코스모신소재,40950,39557
12:57,00680K,미래에셋증권2우B,10510,98271
12:57,322000,HD현대에너지솔루션,118200,279530
12:57,361610,SK아이이테크놀로지,16140,158449
12:57,082920,비츠로셀,29300,78255
12:57,950160,코오롱티슈진,15270,664053
12:57,007310,오뚜기,316500,1132
12:57,069620,대웅제약,109100,4426
12:57,007810,코리아써키트,52300,62290
12:57,003540,대신증권,26350,24440
12:57,415640,KB발해인프라,10160,121422
12:57,192080,더블유게임즈,58300,10960
12:57,001740,SK네트웍스,6130,489716
12:57,290650,엘앤씨바이오,45900,28271
12:57,003380,하림지주,10940,213078
12:57,127120,제이에스링크,34000,205740
12:57,000815,삼성화재우,407000,4758
12:57,347700,스피어,23600,694277
12:57,300720,한일시멘트,16240,24146
12:57,066575,LG전자우,69300,43059
12:57,280360,롯데웰푸드,127200,4945
12:57,330590,롯데리츠,4045,89447
12:57,004000,롯데정밀화학,44750,26148
12:57,030610,교보증권,10005,9151
12:57,232140,와이씨,13980,8375724
12:57,166090,하나머티리얼즈,56400,65172
12:57,000210,DL,52800,17179
