종목코드,종목명,전일종가,전일거래량,시가총액,거래대금
347850,디앤디파마텍,44500,357621,2046830410500,15914134500
051910,LG화학,253500,61714,17895158950500,15644499000
039030,이오테크닉스,471500,33084,5808667825000,15599106000
327260,RF머트리얼즈,47050,330544,846374874950,15552095200
006800,미래에셋증권,32050,482010,17403824684550,15448420500
468530,프로티나,47400,325588,526384015200,15432871200
204270,제이앤티씨,24100,626588,1394148030600,15100770800
079370,제우스,12600,1195691,390814074000,15065706600
281820,케이씨텍,87000,172161,1722483507000,14978007000
006340,대원전선,13510,1079576,1059378760160,14585071760
009540,HD한국조선해양,333000,43742,23567447628000,14566086000
437730,삼현,52000,274719,1648793484000,14285388000
006260,LS,320500,43290,9999600000000,13874445000
0039P0,매드업,7840,1763603,147450016000,13826647520
005830,DB손해보험,184100,72949,12058614250900,13429910900
062040,산일전기,202000,66440,6189855700000,13420880000
086450,동국제약,21500,611691,972454030000,13151356500
257720,실리콘투,39100,332317,2564031453200,12993594700
356860,티엘비,43900,295658,1040485314000,12979386200
098460,고영,28900,444519,1971101755700,12846599100
298380,에이비엘바이오,50500,251665,2827366881500,12709082500
042000,카페24,17800,706818,430371408200,12581360400
475830,오름테라퓨틱,25650,487434,557962295400,12502682100
274090,켄코아에어로스페이스,13050,953439,179753401350,12442378950
119850,지엔씨에너지,56200,220764,924428685800,12406936800
064350,현대로템,114900,106524,12540449465700,12239607600
144960,뉴파워프라즈마,12730,959806,556207103520,12218330380
277810,레인보우로보틱스,433000,28127,8400138514000,12178991000
058860,KTis,2640,4593872,91877280000,12127822080
125490,한라캐스트,12080,999585,440948412160,12074986800
098120,마이크로컨텍솔,59400,196304,493778300400,11660457600
218410,RFHIC,59000,195586,1567951078000,11539574000
454910,두산로보틱스,69700,165402,4517952606000,11528519400
394800,쓰리빌리언,5480,2080257,174387590440,11399808360
012030,DB,1680,6773824,337972207440,11380024320
047050,포스코인터내셔널,55000,204017,9675753340000,11220935000
267250,HD현대,203500,53835,16075092797500,10955422500
131290,티에스이,284000,38248,3141445836000,10862432000
047810,한국항공우주,127700,84143,12447571163900,10745061100
131970,두산테스나,92200,115693,1781971343600,10666894600
018260,삼성에스디에스,218000,48639,16868360400000,10603302000
090710,휴림로봇,6330,1663988,756808653570,10533044040
178320,서진시스템,31950,321119,2035965473550,10259752050
138930,BNK금융지주,16020,634092,4915572811020,10158153840
192820,코스맥스,272000,36886,3087066448000,10032992000
095340,ISC,207500,47373,4398389535000,9829897500
027360,아주IB투자,4005,2451165,485187351030,9816915825
319400,현대무벡스,20900,462500,2327759215100,9666250000
050890,쏠리드,9660,998998,586908118440,9650320680
033160,엠케이전자,16220,592021,398429020760,9602580620
052710,아모텍,19050,488699,355869240000,9309715950
295310,에이치브이엠,62500,148641,775284875000,9290062500
004170,신세계,350500,26293,3310535940500,9215696500
024840,KBI메탈,6320,1453871,274707439440,9188464720
307950,현대오토에버,376500,24350,10325129223000,9167775000
090430,아모레퍼시픽,143400,63884,8387861640600,9160965600
009155,삼성전기우,508000,17931,1476747872000,9108948000
001210,금호전기,9890,917691,123885759740,9075963990
122350,삼기,1613,5386583,61841497364,8688558379
039490,키움증권,267500,32010,7016074530000,8562675000
009580,무림P&P,1866,4569691,116379292584,8527043406
005387,현대차2우B,176500,48210,6046368795500,8509065000
