종목코드,종목명,전일종가,전일거래량,시가총액,거래대금
950260,인제니아테라퓨틱스(Reg.S),24400,3339114,1206448410800,81474381600
319660,피에스케이,144800,561095,4194380187200,81246556000
298040,효성중공업,2896000,27462,27003891008000,79529952000
034730,SK,611000,129962,44299151533000,79406782000
067310,하나마이크론,46200,1706121,3071878147800,78822790200
373220,LG에너지솔루션,351500,222728,82251000000000,78288892000
403870,HPSP,55500,1404443,4567650000000,77946586500
396300,HT로보틱스,6010,12897056,159201895000,77511306560
386380,스카이랩스,22950,3333924,430587372150,76513555800
043260,성호전자,26200,2792564,1976838417600,73165176800
080220,제주반도체,77600,912548,2672763840800,70813724800
042660,한화오션,79600,887793,24390506162400,70668322800
419050,삼기에너지솔루션즈,1936,36461754,110731920640,70589955744
272210,한화시스템,73900,954059,13961142847100,70504960100
003230,삼양식품,1215000,57242,9152613225000,69549030000
278470,에이피알,368500,186907,13795960117500,68875229500
012330,현대모비스,367500,187168,33009064987500,68784240000
010120,LS ELECTRIC,205500,332290,30825000000000,68285595000
201490,미투온,3705,18096681,121241404830,67048203105
128940,한미약품,520000,126975,6661715320000,66027000000
089970,브이엠,62400,1053651,1642790136000,65747822400
032830,삼성생명,294500,223073,58900000000000,65694998500
036540,SFA반도체,10570,6183347,1738345402710,65357977790
108490,로보티즈,301000,212086,4414775428000,63837886000
052690,한전기술,130400,486579,4983888000000,63449901600
393210,토마토시스템,4060,15207842,63395048640,61743838520
005490,POSCO홀딩스,311500,194134,24683735660500,60472741000
011070,LG이노텍,535000,111592,12661902245000,59701720000
010950,S-Oil,155600,376025,17517882435200,58509490000
095610,테스,161900,358301,3134384000000,58008931900
196170,알테오젠,250000,222524,17413783250000,55631000000
000990,DB하이텍,132000,413298,5742605616000,54555336000
267270,HD건설기계,129700,420043,6160410964200,54479577100
207940,삼성바이오로직스,1366000,38947,63233439066000,53201602000
068270,셀트리온,177400,294934,41266287022400,52321291600
267260,HD현대일렉트릭,708000,70829,25521371580000,50146932000
092870,엑시콘,42950,1152464,560531731150,49498328800
316140,우리금융지주,35350,1398444,26045404789950,49434995400
017670,SK텔레콤,87100,567429,18708213616300,49423065900
000500,가온전선,318500,154317,9484167829500,49149964500
321370,센서뷰,1801,26382494,127190674051,47514871694
274090,켄코아에어로스페이스,12930,3663756,178100496510,47372365080
010140,삼성중공업,20250,2307429,17820000000000,46725437250
033780,KT&G,174300,266604,18094162480800,46469077200
035720,카카오,33450,1380964,14818346755350,46193245800
486990,노타,20350,2268395,435335950500,46161838250
005290,동진쎄미켐,46800,983950,2385401896800,46048860000
015760,한국전력,30250,1512317,19419413329250,45747589250
069540,빛과전자,4020,11362764,453021425940,45678311280
007810,코리아써키트,65100,694870,1561268562000,45236037000
079550,LIG디펜스앤에어로스페이스,692000,65278,15224000000000,45172376000
203650,드림시큐리티,2790,15868736,283755510360,44273773440
084370,유진테크,163600,270216,3749064471200,44207337600
347700,스피어,23300,1877045,1201146734600,43735148500
086280,현대글로비스,196900,218216,14767500000000,42966730400
016360,삼성증권,91100,454710,8135230000000,41424081000
089030,테크윙,49150,839576,1821186651750,41265160400
229640,LS에코에너지,64000,634008,1959992256000,40576512000
161890,한국콜마,147000,274025,3469946319000,40281675000
004020,현대제철,31950,1259436,4263592830750,40238980200
000810,삼성화재,648000,60134,28931562504000,38966832000
066970,엘앤에프,109100,352956,4438862674400,38507499600
446540,메가터치,10900,3520445,316962309900,38372850500
032820,우리기술,12960,2958227,2239288571520,38338621920
322000,HD현대에너지솔루션,120100,318625,1345120000000,38266862500
253590,네오셈,13680,2779052,600130163520,38017431360
352820,하이브,156800,242214,6759151884800,37979155200
078930,GS,110700,342032,10283531296500,37862942400
009540,HD한국조선해양,332500,112468,23532061070000,37395610000
303810,동국생명과학,2800,13244896,89555592000,37085708800
064400,LG씨엔에스,69400,532500,6723884791200,36955500000
058610,에스피지,100700,359173,2233260152000,36168721100
051910,LG화학,252500,142057,17824566607500,35869392500
082740,한화엔진,47600,735004,3972083959200,34986190400
039030,이오테크닉스,481500,71864,5931863325000,34602516000
083650,비에이치아이,59900,569185,1853568062500,34094181500
417840,저스템,17080,1983085,391929311480,33871091800
456010,아이씨티케이,22600,1492535,327753110000,33731291000
012210,삼미금속,12440,2694919,286761642760,33524792360
034220,LG디스플레이,8490,3730831,4245000000000,31674755190
267250,HD현대,205500,153547,16233078967500,31553908500
247540,에코프로비엠,105000,293226,10272195570000,30788730000
071050,한국금융지주,186400,163219,10387324908800,30424021600
005830,DB손해보험,184600,164514,12091364425400,30369284400
024110,기업은행,20400,1485880,16267487727600,30311952000
483650,달바글로벌,182100,164776,2281196746500,30005709600
375500,DL이앤씨,80900,368951,3130314100700,29848135900
017900,광전자,9880,3000362,572484378440,29643576560
158430,아톤,5490,5267798,134406685080,28920211020
003160,디아이,36750,774795,1040025000000,28473716250
079370,제우스,12850,2179697,398568321500,28009106450
475150,SK이터닉스,50800,543094,1730603803200,27589175200
159010,아스플로,29800,925696,397375222200,27585740800
209640,와이제이링크,3760,7293704,106946228960,27424327040
086520,에코프로,80100,336246,10875669775200,26933304600
080580,오킨스전자,24850,1050265,524110231750,26099085250
006800,미래에셋증권,32250,806683,17512428894750,26015526750
327260,RF머트리얼즈,47050,552483,846374874950,25994325150
356860,티엘비,44600,581725,1057076196000,25944935000
281820,케이씨텍,86800,298491,1718523774800,25909018800
062040,산일전기,205500,124718,6297105675000,25629549000
064350,현대로템,115900,219444,12649591758700,25433559600
232140,와이씨,14250,1780267,1169146237500,25368804750
204270,제이앤티씨,23800,1055612,1376793490800,25123565600
095340,ISC,212500,117738,4504374825000,25019325000
119850,지엔씨에너지,56100,445029,922783794900,24966126900
298380,에이비엘바이오,50800,482461,2844163120400,24509018800
336260,두산퓨얼셀,47200,514094,3091303867200,24265236800
257720,실리콘투,38750,625198,2541079765000,24226422500
047810,한국항공우주,127500,187480,12428076142500,23903700000
021240,코웨이,99800,236952,7062589114800,23647809600
054920,한컴위드,4745,4905260,133890049345,23275458700
006260,LS,321500,71796,10030800000000,23082414000
004170,신세계,347000,65497,3277477807000,22727459000
347850,디앤디파마텍,44500,504491,2046830410500,22449849500
394800,쓰리빌리언,5800,3785681,184570807400,21956949800
028300,HLB,30550,709670,4069205712650,21680418500
357780,솔브레인,370000,58240,2878069420000,21548800000
454910,두산로보틱스,70800,299860,4589254584000,21230088000
098460,고영,29150,725651,1988152808950,21152726650
437730,삼현,51900,403680,1645622727300,20950992000
018260,삼성에스디에스,220500,94796,17061804900000,20902518000
131290,티에스이,289000,72302,3196752981000,20895278000
006340,대원전선,13490,1548933,1057810471840,20895106170
047050,포스코인터내셔널,55300,376658,9728530176400,20829187400
090430,아모레퍼시픽,142500,145314,8335218157500,20707245000
299660,셀리드,2620,7834941,77297799740,20527545420
003350,한국화장품제조,15850,1291081,359161000000,20463633850
036570,NC,212000,95499,4567332664000,20245788000
468530,프로티나,47250,424234,524718243000,20045056500
178320,서진시스템,32150,617764,2048710171350,19861112600
277810,레인보우로보틱스,433000,44933,8400138514000,19455989000
323410,카카오뱅크,19920,976444,9504239105040,19450764480
295310,에이치브이엠,63100,307985,782727609800,19433853500
131970,두산테스나,93700,200835,1810962200600,18818239500
005387,현대차2우B,177300,105608,6073774433100,18724298400
138040,메리츠금융지주,125600,148894,21018817488800,18701086400
033160,엠케이전자,16540,1117466,406289519320,18482887640
144960,뉴파워프라즈마,12790,1440331,558828660960,18421833490
192820,코스맥스,272000,67379,3087066448000,18327088000
218410,RFHIC,58600,310613,1557320901200,18201921800
086450,동국제약,21350,821174,965669467000,17532064900
042000,카페24,18030,951709,435932387070,17159313270
042370,비츠로테크,10650,1606016,279030266250,17104070400
138930,BNK금융지주,15970,1068846,4900230823470,17069470620
475830,오름테라퓨틱,25000,666525,543822900000,16663125000
0039P0,매드업,7710,2142706,145005054000,16520263260
027360,아주IB투자,4020,4099404,487004532120,16479604080
031980,피에스케이홀딩스,163200,98410,3518982864000,16060512000
003550,LG,111900,141632,16918385247600,15848620800
214450,파마리서치,322500,48735,3350661480000,15717037500
