종목코드,종목명,정규장종가,정규장거래량,시가총액,거래대금
299170,더블유에스아이,1545,3793354,64134939960,5860731930
101490,에스앤에스텍,43650,132286,931267468350,5774283900
080580,오킨스전자,23200,245044,489310156000,5685020800
122640,예스티,32500,174711,703668062500,5678107500
071970,HD현대마린엔진,50300,112303,1706251198500,5648840900
388210,씨엠티엑스,86400,65185,834143443200,5631984000
489790,한화비전,48250,116708,2436064817500,5631161000
417030,니어스랩,33750,166790,194992515000,5629162500
299660,셀리드,2885,1950326,85116088645,5626690510
000100,유한양행,75100,74224,5528545153100,5574222400
112610,씨에스윈드,50300,109100,2121221570900,5487730000
090360,로보스타,80900,66851,788775000000,5408245900
024110,기업은행,20050,269325,15988388673450,5399966250
045390,대아티아이,3300,1608910,232562144100,5309403000
062970,한국첨단소재,2985,1776005,89915432655,5301374925
160190,하이젠알앤엠,28550,184642,881852400000,5271529100
263750,펄어비스,34250,151615,2152403917500,5192813750
097950,CJ제일제당,173700,29783,2614912108200,5173307100
141080,리가켐바이오,81800,63199,3028188392400,5169678200
064760,티씨케이,280500,18406,3135826188000,5162883000
064260,다날,4485,1150592,339269874645,5160405120
259960,크래프톤,202500,25303,9263958457500,5123857500
078600,대주전자재료,87600,58192,1375682488800,5097619200
140410,메지온,78900,64444,2416050078600,5084631600
323410,카카오뱅크,20225,247996,9649760838325,5015719100
090710,휴림로봇,6580,753485,786698410820,4957931300
032640,LG유플러스,14590,339398,6192400609880,4951816820
389500,에스비비테크,44100,111755,293859115200,4928395500
181710,NHN,58300,84253,1884778659500,4911949900
053610,프로텍,73200,66723,658800000000,4884123600
452430,사피엔반도체,41000,118565,338472261000,4861165000
348340,뉴로메카,19940,243788,466763974560,4861132720
001510,SK증권,2375,2035020,549325826875,4833172500
033640,네패스,28450,168084,656034296900,4781989800
021240,코웨이,98600,48484,6977668203600,4780522400
086450,동국제약,20300,235067,918177526000,4771860100
328130,루닛,9800,486655,729690164000,4769219000
036710,심텍홀딩스,4230,1123510,223461399420,4752447300
388790,라이콤,5390,875839,165010322400,4720772210
175330,JB금융지주,30200,154914,5632959084800,4678402800
271560,오리온,110600,42210,4371883952800,4668426000
018880,한온시스템,3365,1381024,3453335765830,4647145760
030200,KT,53000,87644,13357149305000,4645132000
032580,피델릭스,6630,692595,219665584320,4591904850
